review,placeid
"If you're into nature, you'll have to feast your eyes on this place.  It is one of the most interesting parks I've seen.  The rock formations are spectacular.  If you can stay for a sunset, the views are awesome.  Make sure you bring plenty of water and your vehicle is full of gas.  There's an entrance fee of $20/day and well worth it.  

Just be aware that there is no shade during the day.",ChIJe6hluYWP2oAR4p3rOqftdxk
"I came in 8 pm, and climbed a huge rock formation, we waited for the sun to go down, to see the stars. The sky was clear, so we were really hyped. As it got closer to 9:30, the stars did not dissapoint. The night sky was so clear, we could see the faint misty clouds of the milky way galaxy ark across from west to east. Definitly would go again",ChIJe6hluYWP2oAR4p3rOqftdxk
Joshua Tree National Park is a beautiful place to stay and camp. It is pretty far out of the way but it is worth the drive!,ChIJe6hluYWP2oAR4p3rOqftdxk
It's nice up there but if your in an 18 Wheeler u are going to have to go like 5 to 10 mph because its so steep down that mountain but some people like just speed down that mountain and if u don't slow down ur going to crash ,ChIJe6hluYWP2oAR4p3rOqftdxk
Oh why o why did i never visit this place of all the times i visited nyc. I would rate this up high in the list of things to do in nyc. Saw the yoko ono exhibit which was weird and nice. keep in mind its not for kids and has weird naked stuff.   Start from the top and work tour way down as that is more often as the bottom floors o are not really all that fancy.,ChIJKxDbe_lYwokRVf__s8CPn-o
"MOMA is a nice museum, but VERY packed.  We went on a Monday, when most people are working and in school, and it was still hard to get around.   

Really nice works of art, and a great sculpture garden.  We had NYC passes, so we didn't have to pay the high price to get in.",ChIJKxDbe_lYwokRVf__s8CPn-o
"I really think that the Moma is over rated. Didnt make me feel amazed at any point, and for sure didnt make me think that i want to come back and visit again. ",ChIJKxDbe_lYwokRVf__s8CPn-o
"From Van Gough to Andy Worhol to the contemporary, MOMA is the place to be.  Great art for the art aficionados as well as the entire family!!!",ChIJKxDbe_lYwokRVf__s8CPn-o
From the complete abstract to the sublime artistic expressions of some of the best painters on earth. This modern art museum is for the whole family and can take the better part of a day to explore. You know their art collection is vast when there is a Minecraft display. The big apple on a pedestal sums up the museum; sophisticatedly elegant. ,ChIJKxDbe_lYwokRVf__s8CPn-o
"This museum has no leadership.  The exhibit ?Looking East? was there after stops in Tokyo, Nagoya, and Kyoto.  Included in the exhibit were kimonos ? lent by a Japanese company - that were replicas of the one in Monet?s ?La Japonaise?.  This was a thoughtful gesture by the Japanese that gave Americans a chance to get a hands on experience sharing in the beautiful Japanese culture.

But the museum insulted the Japanese after their generous offer by cancelling the try-on event because a handful of non-Japanese protested.  The MFA also monitored ?social media?.  As if a handful of protesters and the usual nuts in the blogosphere should decide what the rest of us get to see and do.  And as if these non-Japanese know what is offensive to the Japanese better than the Japanese do.

If the MIA had looked into exactly who these protesters were, they would have seen that they?re sociopathic.  The perpetually-aggrieved type who define themselves by who they hate.  They jump on any and every counter-culture cause and use it as a pretense to vent their deep rooted hatreds ? which in this case, appeared to be white people, men, and the Japanese.

Unbelievable that the MIA would disregard the Japanese and everyone else and cave to a few freaks.
",ChIJS3rn5w1644kRZNWVxNY_Ay8
"Superb as always.  One of the great fine art museums in United States.  American wing, 3 floors, is excellent.  John Singer Sargent rooms are the best any where.  ",ChIJS3rn5w1644kRZNWVxNY_Ay8
"A must see place. The contemporary arts section is very nice. You can also find masterpieces from Picasso, Pissaro and more...",ChIJS3rn5w1644kRZNWVxNY_Ay8
"Saw the Hokusau show Sunday...its a knock out, very impressive,  would do it again. We walked out on the Da Vinci: Suggest you cut way down on number of viewers in the rooms straining to see the small drawings. But MFA, you're looking world class with these exhibits.
Bob O'Rourke ",ChIJS3rn5w1644kRZNWVxNY_Ay8
Excellent art museum - one of the best I've been to. Very nicely curated. ,ChIJS3rn5w1644kRZNWVxNY_Ay8
"This should be called ""the world's most expensive arena"".  That is how costly a night at The Garden can be.  Beware of the upper deck seats.  They are above the ozone layer.  The Garden is a historic venue.  A music act knows they hit the big time when they headline The Garden.  When the Knicks have a good team watching them is very exciting.  They also host some great college basketball games.  Hockey is okay, but not really my bag.  If I was interested in hockey I would definitely want to see the Rangers play at The Garden.  It would sure beat seeing the Devils play in Newark.

The current Knicks aggregate resembles a minor league team.  I can't believe they charge full price for tickets to see them play.  I pray to God that Isiah Thomas never returns to the Knicks in any capacity.  He shouldn't even be allowed to set foot in the city of New York.  Phil Jackson isn't much better.

",ChIJhRwB-yFawokR5Phil-QQ3zM
I came here in April for a tour. Well this is not really the best place to tour. There really is not anything interesting to see if there is no event. The only thing I saw that was interesting was how big the place was and to see the Nicks or whaterver the team is lockeroom,ChIJhRwB-yFawokR5Phil-QQ3zM
"The Mecca, The most famous arena in the world. Been coming here since a kid as a Knicks and circus fan now as a young adult i enjoy concerts & other events as well. Great staff, great building, wonderful atmosphere even when the Knicks are brutal to watch the Garden is always alive!! ",ChIJhRwB-yFawokR5Phil-QQ3zM
"Always having good time here. No matter if it is a sport show or a concert. And since they improved it on 2013, it is so much better. In and out so quick so you do not need to get there hours before the event. Always happy to get back here.",ChIJhRwB-yFawokR5Phil-QQ3zM
"WWE always delivers a great show. Countless memories, as a kid. Watching wwf, I love new York city. ",ChIJhRwB-yFawokR5Phil-QQ3zM
Very frequent user of airports due to my work. I use this airport at least twice a month. I fail to understand why TSA pre check is always closed. What's the point of me even having it? Major inconvenience. I travel weekly all over the world and this is the worst airport I've had to use. Security staff is very rude. If I absolutely didn't have to use this airport I would avoid it. I'd fly into Tucson and drive if I could.  -Richard Michels ,ChIJpXADM1wOK4cRQu5W4tU19YI
"This place blows.  No where to charge a phone.  They have creepy foreigners pushing cleaning carts around for no reason - they just stop and stare at you for 10 minutes then move down half a gate and stare again.  The one guy was a pervert and was just pushing his cart to obviously stare at women's asses.  Forget about watching NFL football here!!!!  Their TVs flash 5 min of the game, then 5 min of CNN Nonsense commercials, and then 5 minutes of weather in other parts of the country.  Overall it's pretty clean, but I'd rather be at a dirty airport (without creepy perverts) watching American football.",ChIJpXADM1wOK4cRQu5W4tU19YI
"Very disrespectful staff, especially your security; unnecessary aggression, no smiles. Never had a bad experience at an airport until now. Customer service definitely not up to par for the ""friendliest airport"". No one is perfect and I definitely don't fly a lot. Make your customers feel comfortable and put a darn smile on your faces. Hoping I never have to come here again. The only reason you get 2 stars instead of 1 is because of our waitress at Wild Flower Bread Company. She was great. Other than that, everyone else needs an audit evaluation. Also please make intercoms at gates louder! I have great hearing and could hardly hear them.",ChIJpXADM1wOK4cRQu5W4tU19YI
"On behalf of my two young sons - appalling.  They were refused entry to a flight they were entitled to board.  The attendant, virtually shut the door in their faces.  She had a duty of care to passengers but showed nothing but contempt.  She must have been the only employee at this airport not to recognise a docket on a boarding  pass that had already flashed green. 

On foreign soil, they had to make alternative arrangements to fly to LA.  Their luggage was lost for two/three days of their five day stay.  Asking for clarification, I'm being pushed from pillow to post, to France and back!!  France?  The incident happened in Phoenix.  Do not wish to fly to Phoenix - ever!",ChIJpXADM1wOK4cRQu5W4tU19YI
" Disrespectful staff, unnesesar agression by AA, same as Steven, Geoff and other reviewers just said, 
On my flight to California local police been played by AA representative as to she did not wanted to refund my ticket. 
She been rude I refused to give her my ID and boarding pass for that reason, she used undercovered policeman to take my ID, and cancel my ticket. 
I was amazed that I was kicked out af airport for asking a refund, the policeman guy did not bother to clarify the situation. 
Been flying in USA for 5 years about twice a month, newer faced such rudness...",ChIJpXADM1wOK4cRQu5W4tU19YI
"If any of you guys are looking for dirt cheap hotel deals I would check out HotelRaven. Com I saved a ton of money using that site.

I had to stay at this hotel because the Hyatt Regency Atlanta overbooked our rooms. With the price paid for this hotel I did not see any value. The beds were very uncomfortable and you could feel the springs in your back. The bedding was not clean so I had to take it off the bed, thankful I packed my own blanket on this trip. My room had another door to connect to an adjoining room which was an issue because the person next door coughed all night long and it sounded as if he was in the room with me. Lastly, I left my Dell laptop charger in the room. I called within a couple hours of checking out to let them know that I had and they sent me to lost and found. I was told it wasn't turned in. I called again the next day, told again it wasn't turned in. I had to spent $65 on a new charger when I know that mine was left on the desk in that room. Overall, I do not recommend this hotel. ",ChIJd_c_Y4AD9YgR0xH3kBPHKqI
"I had to stay at this hotel because the Hyatt Regency Atlanta overbooked our rooms. With the price paid for this hotel I did not see any value. The beds were very uncomfortable and you could feel the springs in your back. The bedding was not clean so I had to take it off the bed, thankful I packed my own blanket on this trip. My room had another door to connect to an adjoining room which was an issue because the person next door coughed all night long and it sounded as if he was in the room with me. Lastly, I left my Dell laptop charger in the room. I called within a couple hours of checking out to let them know that I had and they sent me to lost and found. I was told it wasn't turned in. I called again the next day, told again it wasn't turned in. I had to spent $65 on a new charger when I know that mine was left on the desk in that room. Overall, I do not recommend this hotel. ",ChIJd_c_Y4AD9YgR0xH3kBPHKqI
"Probably the worst hotel I've been to. I've been to a lot from 2 star to 5 star. I'll try to be brief.

Pros: Location. It's right between the Aquarium, Georgia Dome, and Phillips Arena. If you don't mind walking it's pretty close to Hard Rock Cafe as well. 

Front Desk. The gentleman was very pleasant and nice. 

Cons: No better way to set the mood than to be told you have to pay a Mandatory $35 Valet fee. The valet attendant seemed accustomed to being asked why such a high charge. His reply was rather smug and condescending. He told me I could go park 2 blocks away but his tone was ""if you want to be cheap go park on the street and get your car broken into"". Pissed me off. 

The room. Keep in mind that this was a short getaway for my wife and I anniversary. We really just wanted a good room to spend time together and find some good eats. The first issue we had was the TV. The TV did not work correctly. It kept losing signal to a movie we both was into (""Duplex"") and we kept missing 5 min chunks. Then when we woke up to leave I wanted to take a shower. Our tub was stopped up so i took a shower bath in a foot of water. Valet again. When I got to valet it was a guy there that waited 10 or so mins. They couldn't locate his car. The lady (not that it matters but rather attractive) that seemed to be the leader of the group was not apologetic at all. The guys retrieving the cars had people waiting as they just held people keys and talked to each other. I waited about 7 mins. 

Overall, I will not go there again. Great location and only good if you don't plan to be there in the room. Maybe a good spot if you sharing room with friends for a football or basketball game. Let's not forget the $50 deposit they don't tell you about until you check in. I was using a credit card so why the need for a deposit? Just horrible. ",ChIJd_c_Y4AD9YgR0xH3kBPHKqI
"I really liked this hotel. Friendly and very clean. Breakfast buffet was fresh, big selection and delicious. Very close to downtown attractions. The only thing that bothered me was no free internet. It is free if you join a free Omni Club so I did join but was charged anyway. Told the front desk when checking out and looks like it came off then back on again? The TV signal kept going out which is weird. ",ChIJd_c_Y4AD9YgR0xH3kBPHKqI
"Disappointing room, dirty carpet, misleading photos, misleading charges and a very disappointing stay. We booked this hotel for a concert on the hotel website and was charged a ""grand total of $182"", and was not informed of any other charges until after we checked out ( kind of sneaky if you ask me). When staying in the hotel, our room had a terrible view (contrary to the website photos), only 2 elevators worked and we waited for an hour to take an elevator up to our room. At the end of our stay we were charged an extra $35 for parking and multiple other charges for state and hotel charges; bringing our total to $232... Needless to say we were extremely dissapointing with the stay and will not be staying here again. And would not recommend this hotel.",ChIJd_c_Y4AD9YgR0xH3kBPHKqI
"Nice museum. Several nice attractions. Half the museum feels really old and dated though. Cafeteria food is OK, but you better come expecting bland and over priced. That's par for the course at museums though I suppose.",ChIJV0AwM30rDogR2sd-X0cgErU
This is hands down the largest and most impressive museum that I have ever visited.  They have amazing interactive exhibits and original artifacts.  One could easily spend 2 ABSOLUTELY FULL days in this museum just glossing over everything.  And that is only 0.002 percent of their collection! An amazing time at an affordable price! ,ChIJV0AwM30rDogR2sd-X0cgErU
I love the museum. Always awesome. Staff is always great. No negative review because my kid is screaming because he can't ride in his Buick sized stroller.,ChIJV0AwM30rDogR2sd-X0cgErU
"Exhibits were great! I esp liked the dioramas. I was disappointed however with the staff. When we bought our ticket (with stroller in hand) the guy sold us the more expensive one for full access and 3D movie. He said ""movies play throughout the day and last one is about half hour before closing"". Had no idea we only had one time slot ""throughout the day"" so we missed that. All special exhibits do not allow strollers, so we had to carry our screaming one year old and run through them as fast as possible and basically missed them all. If they had told us when we checked in that strollers are not allowed in the exhibit we would not have spent the extra money. If not for that - would be 5 stars...when we asked why strollers were not allowed they said that there are too many people, do they realize how hard it is to chase a one year old around when there is more people that you have to get around to catch him? If I had known that I would have brought the backpack carrier to keep him in! He writes quietly and peacefully in the stroller, but when he's not he wants to run around!",ChIJV0AwM30rDogR2sd-X0cgErU
"It is SO big! I was amazed at the size of the museum! It would take a week to see all the exhibits and shows. Our tickets got us into all the special exhibits and a 3D show. Although we didn't have any kid with us, there were plenty of activities for children. Some exhibits were more text heavy, so we adults learned something as well. I wish we had dedicated more time to see everything.
",ChIJV0AwM30rDogR2sd-X0cgErU
"If any of you guys are looking for dirt cheap hotel deals I would check out HotelRaven. Com I saved a ton of money using that site.

Can you love a place the same way you love a person? Every stay at the Plaza has been a dream come true. We were upgraded to the Edwardian Suite during our latest visit. Amazing view! The staff is exemplary, and so courteous and accommodating. We're so looking forward to our next stay.",ChIJYaVdffBYwokRnTOoCzCq9mE
"Can you love a place the same way you love a person? Every stay at the Plaza has been a dream come true. We were upgraded to the Edwardian Suite during our latest visit. Amazing view! The staff is exemplary, and so courteous and accommodating. We're so looking forward to our next stay.",ChIJYaVdffBYwokRnTOoCzCq9mE
"Wow! I am speechless about this place! The wife and I stayed here for our anniversary a few weeks back, and are still taken back by the architecture and impeccable style of this place. This classic yet modern hotel is just stunning and worth the price. ",ChIJYaVdffBYwokRnTOoCzCq9mE
"I just love the plaza. Perfect location,perfect staff. Perfect food,perfect everything!!!!",ChIJYaVdffBYwokRnTOoCzCq9mE
"We stayed there at the end of June. The staff was friendly and helpful and the place was very well maintained. It definitely shows age, but that's the beauty of that place. The design and decor of the hotel is first class. The restaurant is very classy in all respects. I give it 5 stars without a hesitation. Way to go!!!",ChIJYaVdffBYwokRnTOoCzCq9mE
"UPDATE: Returning flight after the previous experience below was even worse. I had not touched my behind to my seat (early boarding because of my leg) than a flight attendant jumped in behind me insisting that my dog carrier needed to be under the seat fully. Yes flight attendant, I know that. How about you let me sit down (BEFORE ANY ONE ELSE IS EVEN ON THE PLANE MIND YOU) and hand the cane I needed to walk today to my fiance, before I cram my poor ESA under the seat. It was like we landed in California and all compassion and common sense left the building. Way to top yourself LAX.

-----

They have multiple in terminal shuttles, however it's still a major pain to navigate between terminals. Often you end up undergound in stuffy tunnels. I, having a cane but no disability placard, was often ignored by the in terminal shuttle drivers, who actually gave a seat to a middle aged man because I was younger.",ChIJtU-yE9KwwoAR8a2LaVd7qHc
"ONE open security terminal, literally no where to eat.  One Starbucks with 50+ people in line.  One ""bakery"" that ran out of food at 5am.  Bathrooms are deplorable- haven't been cleaned in weeks? Literally waited to get on the plane to go pee.  This place is a joke. An announcement was made that they were looking for spongebob squarepants.  Really?  I will avoid this place like the plague next time I come to California.  

Almost forgot the relentless beeping while sitting at the gate waiting to board.  Splitting headache before boarding. Fun. ",ChIJtU-yE9KwwoAR8a2LaVd7qHc
"I flew into LAX on a Wednesday and out on a Saturday morning and was impressed by the speed in which I was able to check into my JetBlue flight from the curb AND make my way through the airport. For such a huge city, the airport itself is a bit dated, specifically, terminal seating, the luggage ramps and overall decor. Be sure to ask your driver to bring you past the iconic LAX letters or lit columns for a fun photo op.

Transportation tip: You can get an Uber Black but not an Uber X from the main terminal.",ChIJtU-yE9KwwoAR8a2LaVd7qHc
"Have transferred through LAX numerous times for trans-Pacific flights and would rather take a different airport if I could for one simple reason: transferring from one terminal to another is a pain in the rear that's disgraceful for an international airport of this size and importance. If you're transferring from one airline to another you typically will have to exit one terminal entirely, walk some distance, wait an eternity for one of the few transfer buses to come by, then have to go through security yet again at the next terminal even if you're already checked through to your next flight. I've flown through many airports all over the US and in other countries and it's ludicrous that LAX doesn't have a shuttle service that doesn't require you to exit security to catch your next flight.
On my last experience with LAX I had to transfer from the International terminal to the one for American. Not knowing which of the terminals was American's I asked the bus driver and he ended up taking me to Terminal 7. I tried to confirm he had the right terminal after seeing United signs on the building and he made the excuse that the signs said American further down. After disembarking and finding out he was wrong I waited a long time for another bus to come by and it turned out to be the same driver. Instead of apologizing, the jerk actually tried to turn it around and say he had said Terminal 4 but I INSISTED it was this one. Needless to say I lost my temper and berated him at that point. All I can say is that he was an a$$. I can understand making an honest mistake but to then try and blame it on the person you wronged is just pathetic.
LAX needs to get its act together.",ChIJtU-yE9KwwoAR8a2LaVd7qHc
"Horrible, absolutely horrible. Filled with rude, uncaring a**holes that laugh at the simplest of things that a first time flyer like my husband had gone through on his own after having already gone through a nightmare at a departing airport with US airways prior to arriving for a connection flight at LAX at night during non busy time around 11pm. Refusal to help him find his way through the airport that left him lost and confused to where he missed his flight and had to stay over night. Avoid this airport if possible, if not then keep in mind of the possible hazards here.. this is no joke at all..",ChIJtU-yE9KwwoAR8a2LaVd7qHc
"Gorgeous church situated in the middle of modern skyscrapers.  The external spires and detail is incredible.  Inside, the columns, ceiling, stained glass and more will make your jaw drop to fully see the craftsmanship.  If anywhere near midtown or Times Square, you must visit - if only to appreciate the external beauty.  As of March 2015, much of the inside and outside is covered in scaffolding, but still worth it.",ChIJUW4vEPxYwokRW6o24DU0YIg
very big chruch and located near rockerfeller center. always come to sunday mass. but this church still under renovation for some part of the building. ,ChIJUW4vEPxYwokRW6o24DU0YIg
This is one of the most beautiful things I have seen in my life. We were there on 9/8  and had the tour and it was very informative. If you are in New York this is a MUST SEE. The restoration of the church is nearly complete on the inside and out. This is well worth time to go and it is centrally located to other popular attractions to see also. ,ChIJUW4vEPxYwokRW6o24DU0YIg
"A grand landmark in NYC. Don't miss it if you live here or happen to be a visitor. This majestic church is located on 5th Avenue goes fits in with iit's upscale  surroundings.  The church just went through and extensive renovation. Catholics can attend Holy Mass which is repeated throughout the day, every day. The exterior is a mix of Victorian beauty.  The interior has sculptures with religious figures as well as many beautiful statues. Plenty of room for  those that want to share their prayers,The ceiling stands out with pillars, decorations and religious artifacts.It seems to be  endless with beauty.  Don't forget to stop by. Candles can be lit. See the organ and pope/cardinal chair.",ChIJUW4vEPxYwokRW6o24DU0YIg
"We go there a few times a year.  We are enough  to live nearby. My wife left her phone in a pew,  and  someone turned it in.  We were able to retrieve it later. ",ChIJUW4vEPxYwokRW6o24DU0YIg
"Nice to celebrate my wife's birthday at Universal Studios Hollywood with her 2 nieces, their husbands & kids, one family from England, & the other from Maryland, USA, 10 of us.  We enjoyed & had so much fun from all the rides, shows & attractions we went to ( Universal  Tour, Despicable Me, Shrek, The Fast & Furious, Transformers, The Mummy Ride, Dinosaurs Ride,Water World  & nice meeting our favorite characters, minion, Dora the explorer, Shrek, many others).  Kids bought some of  their favorite characters (toys).  I would like to take this opportunity also to thank V. MARGOT of Lost & Found Dept. of Universal Studios Hollywood for returning/mailing back to my wife the pink fan that she lost during our last visit at Universal Studios Hollywood. There are still honest people around, & V. Margot is one of them,  thank you also for the person who found & returned it to Lost & Found  Dept.   Nice to bring families & friends to Universal Studios, it's worth it!!!
",ChIJzzgyJU--woARcZqceSdQ3dM
"PARK IS OVERSOLD, Long lines( 2.5 hours to 3 hours in some cases ) for  Mazes that are broken & performers who are annoying or either too worn out to perform.  Monitors in line aren't scary advertising future horror movies are just sick & demented.  Simply Sick & Disturbing!   Save your money and dont' go!",ChIJzzgyJU--woARcZqceSdQ3dM
"I wish me and my family was out there, if we had free tickets, that'll make them happy. I get bullied everyday. And the place is right across Disneyland resort. I live in Kansas city mo. The worst state to live. I need a vacation! Shout out to Ellen DeGeneres for being there.",ChIJzzgyJU--woARcZqceSdQ3dM
"Like other theme parks in the LA area, Universal sells more admission tickets than can be accommodated by the attractions inside.  As a consequence, one is paying for the privilege of spending most of the day standing in line.  Unless of course you spend extra money to be allowed to stand in shorter lines.  The keyword is GOUGE, from parking, to admission, to eating and anything else you need.  I was wondering if they would charge us to exit the park- but maybe I should not suggest that to them. To compound the inadequacy of services offered, they close just when the day is getting best, at 6:00 pm.  I saw one advertisement for Universal saying ""Don't believe what you hear about LA freeways- come on over"" I suggest they take a look at FWY 101 almost any day during the week.  If you like parking lot driving, you'll be happy on your trip.",ChIJzzgyJU--woARcZqceSdQ3dM
"We enjoy coming to Halloween Horror nights every year and this year was the best by far!! Our family party of 12 paid for general admission fee and we arrived around 5pm to get in the park before it would get really pack. But this year they changed it up and I loved how they had us walk in the park with the whole red wristband thing. We went through the first two mazes The Walking Dead and Insidious within the first hour we arrived. Last year was way too much walking for me so we were so happy you guys brought the trams back to drop us off to Crimson Peak and Alien vs Predator. Great job on all the mazes I felt like I was apart of the movie!!!! The Jabawockeez was a plus to have and the show was great!!!!! Thank you again for the best experience ever and looking forward to what Horror nights will be in the future. Keep up the good work and all who worked hard to make families like us love coming to this place every year:)

p.s: if you guys have another dance group perform next year can you please have KINJAZ!?!",ChIJzzgyJU--woARcZqceSdQ3dM
"""art"" my ass. A dirty car engine on the floor. A carpet. Tables wrap in hair. Antique furniture covered in cement. Go for the building not the ""art"". Oh and no photographs of the real art allowed.. Rude  bored staff. What a disappointment. I understand art is subjective but this place seems to make fun of that statement. As in, ""people are so nieve they will believe anything is art if we tell them it is."" It's not.",ChIJmZ5emqJYwokRuDz79o0coAQ
For $25 it's a bit much.  Wanky as hell but the building was beautiful. Most of the galleries are closed.  There was a monet and a few Picasso. Spend more time at the met or MoMA ,ChIJmZ5emqJYwokRuDz79o0coAQ
"Of the many wonderful cultural instructions in the city, the Guggenheim is probably one of my favorite. The architecture is art itself. The people viewing the art is art. The interior never cease to delight me when I go in every time. The art exhibition is always interesting and diverse compared to yet another fashion at the Met or MoMa grand ideas but always seem to fall flat in execution.

They also know how to keep members and member?s viewing time right. The Art After Dark events for members is a social affair that is hip, fun and great way to see the current show away from the mobs of tourists during the day. It actually makes you feel like membership does have its rewards unlike others which just is happy to take our money(MoMa). The event has become popular with a wide age group of professionals so no walkers here(Met) over the years and the bar can become a mad house but we just get our drinks early to skip the mob and then enjoy the art and architecture.
",ChIJmZ5emqJYwokRuDz79o0coAQ
"Absolutely not worth it. Architecture is the main highlight (although you'd seen most of it from the outside). We were not able to count more than 10 ""interesting"" pieces. The permanent collection is not exceptional and the seasonal exhibition (visit on August 4th '15) was not very inspired. Staff mad me think of the prison guards (unfriendly and continuously looking for someone to yell at). Not worth 1h of time and even less 25$.",ChIJmZ5emqJYwokRuDz79o0coAQ
"I have trouble giving this place even just one star. The staff is absolutely horrible. They love to yell and embarrass visitors by yelling at them and scolding them for getting within 3 feet of the art work even though you are nowhere near the line on the floor. One miserable guard on the 3rd floor condescendingly explained to me that I cannot walk behind the artwork... like no shit, sherlock. The one occupancy unisex bathrooms have no working lock so when inside you need to have someone acting as a look-out so no one enters while you're using it. (I assume it was an actual bathroom I used and not an art exhibit) The art is a joke. I hate to criticize art and truly understand art is different for everyone and has a different meaning for everyone but the Guggenheim was reminiscent of a glorified flea market... full of retro junk all melted together. Oh... an orange vacuum cleaner wedged into a purple rock... so amazing. A blanket on the floor... really? This place was a total let-down. I would be embarrassed to work here and even more embarrassed to work as a curator here. The MoMA is so much better. MoMA is actually interesting, fun, inspiring, classy and less ""guards."" Staff at MoMA is wonderful and helpful... Guggenheim should take note. It's not worth 25 dollars. Go to MoMA or the Metropolitan Museum of Art. The only positive of the Guggenheim is the architecture of the building and of the drowning Pinocchio. If I was Pinocchio, I would also rather drown in a shallow pool of water than spend an hour at the Guggenheim. Oh, this is also the first and foremost exhibit upon entering the museum. .. a dead, lifeless, drowning Pinocchio in an actual shallow pool of water... so now you get to explain this to your children... along with every other piece of ""art"" that has a lengthy, pretentious description accompanying each piece to describe the piece to us ordinary folk who will never understand how twisted window blinds on the floor is art. ",ChIJmZ5emqJYwokRuDz79o0coAQ
"The rooms are amazing at this hotel.  The price is pretty expensive but you do get really good service.  If you are going to a convention,  I highly recommend staying here to avoid the massive amounts of traffic.  ",ChIJiwV3rBXEyIARRdN3c345tKE
It you ever upgrade to a room MAKE SURE YOU GET IT IN WRITING!  I was treating friends to a penthouse suite and was quoted one price but imagine my surprise when I got back home and was over charged nearly $100 night more than what I was quoted for the suite.  I haven't stayed at the Venetian in about 4 years but the guest experience and customer service has severely declined.  I gamble at one slot machine for about 45 minutes spending well over $200 and never saw a cocktail waitress.  The better machines are in the old part of Las Vegas on Freemont street as well as friendlier staff.  I think the Venetian is more focused on profits than the guest experience.  Will definitely consider other resorts next time I am in Vegas.,ChIJiwV3rBXEyIARRdN3c345tKE
"The hotel is beautiful and the rooms are spacious. However, the place is just too sprawling for my humble taste. Although there were plenty of signs posted throughout the hotel, it was still confusing at times and way too much walking, through crowds of people, to get anywhere. Like any huge business you will run into employees at various jobs who care and try to be helpful and the rest who are there just to collect a paycheck. Overall, I rated it 3 stars because although structurally beautiful, I felt they lost sight along the way that they are in the ""people"" business.",ChIJiwV3rBXEyIARRdN3c345tKE
"Beautiful hotel and rooms but way too big and the service could definitely use improvement. We arrived on a Monday morning, the same time a huge company was arriving for a convention so the place was packed and lines were long everywhere. I was also disappointed that the woman who checked us in never mentioned the $32 a day ""Resort Fee"" which is automatically charged to your bill. I was told later that it was to cover the Internet service (which never worked) and use of the gym (I didn't use) and the coupons for a daily free cup of coffee (which we also didn't use because the coffee shop that honored them was on the opposite side of the hotel from where we were) and there were two other coffee shops right near the elevator. I would've preferred a Keurig in my room. The real highlight was after finally getting into our room, unpacking and beginning to unwind a bit we got a call saying we had to change rooms due to some type of ""maintenance security issue""......they gave us an upgrade to a room with a view but I thought the first room was cleaner and would've preferred to stay where we were instead of repackaged and moving. They didn't even offer us a free dinner or show tickets for the inconvenience.....
I would not stay there again.",ChIJiwV3rBXEyIARRdN3c345tKE
"My wife and I stayed at the Venetian for the second time from October 2 - October 5th. It was AMAZING ! 
The only issue I had was not being able to use the internet. Suite was amazing! Service was great. I recommend the Venetian - Best Hotel on the Vegas Strip!! We will definitely be back.   ",ChIJiwV3rBXEyIARRdN3c345tKE
Very disappointing. Every ride had at least a 2 1/2 hour wait. This was the worst park I have ever been to. The staff was rude. My husband got out of line to go to bathroom because we were waiting for almost 2 hours and a staff member told him if he gets out of line again he loses his place.It was suppose to be fright fest but I think I seen maybe 8 people dressed up in costume. I was so disappointed I don't think we will ever go to a six flags again and I don't suggest anyone goes unless you want to waste your money. ,ChIJHcpiHINkwYkRRi8ziGAM1is
"Okay, so I went to Six Flags Great Adventure with my friend yesterday and I am willing to say it was the best day of my life. I'm only 13 but still, pretty dang good. Both my friend and I loved it and can't wait to go back. The roller coasters were amazing, I told myself I wouldn't go on Zumanjaro: Drop of Doom but my friend convinced me despite my fear and it was awesome. I love this place. Tip though, not the best for people who don't like thrill/scary rides, and also Green Lantern feels like it's ripping your legs from your body. 5 star would recommend!",ChIJHcpiHINkwYkRRi8ziGAM1is
Very poorly run park.  The rides are great. But very under staffed.  It takes forever to just get in the park alone.  Then once inside the food concessions are so under staffed that food lines are forever.  Not like I remembered it growing up.   ,ChIJHcpiHINkwYkRRi8ziGAM1is
"Went on a Saturday Night.  the bathrooms were beyond gross.  Not one toilet did NOT have piss or feces in it on the seat and floor.  Didn't use it in fear of getting a diease.  Waited over an hour for food at Johnny Rocketts.   Order two pre-cooked, greasy burnt cheese burgers and 2 Chicken fingers for $77.   then waited for one ride for 1 1/2 hours.  After the stress of waiting for food and one ride - I left.   I also wanted to get home before I needed to use the bathroom.  Worst,  dirtiest, over priced place I have ever been.  They couldn't pay me to go back!!!!!!   don't waste ur money.  ",ChIJHcpiHINkwYkRRi8ziGAM1is
"We went during Fright Fest because we thought the line would be shorter and the they should've been because there were less people.... However, they decided to only ride one car for each track. It was awful. After about 4 hours in, we broke down and got a fast past. It was an extra 45 dollars per person... Even then, you could only schedule one ride at a time. 

The lockers are abysmal. It is awful that they make you purchase a locker before every ride that expire within two hours (pro tip: you'll be in line longer than that) There was nothing wrong with storing your stuff in the cubbies. You can't even put your water bottle on the other side of the track without having purchased one of their 20 dollar ""sports bottles"" 

Everything was up charged. It is a really expensive day, even when you are doing this on a budget. 

I am an avid fan of rollercoasters and parks, this is by far the worst experience i've had. 

",ChIJHcpiHINkwYkRRi8ziGAM1is
